[14:21:53] [main/INFO]: ModLauncher running: args [--username, Melodi_Bug, --version, forge-47.3.0, --gameDir, C:\Users\melod\curseforge\minecraft\Instances\FancyCraft, --assetsDir, C:\Users\melod\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, b0b6b36226fb49329c84d9dfbd2166bd, --accessToken, ????????, --clientId, ZjMxMzRhMjMtMjFlNy00ZDVlLTljOTktMTcxMmZiM2M3MzM0, --xuid, 2535421268856048, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\melod\curseforge\minecraft\Install\quickPlay\java\1725510112228.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14:21:53] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[14:21:54] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[14:21:54] [main/INFO]: Trying GL version 4.6
[14:21:54] [main/INFO]: Requested GL version 4.6 got version 4.6
[14:21:54] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/melod/curseforge/minecraft/Install/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[14:21:54] [pool-2-thread-1/INFO]: GL info: Intel(R) Iris(R) Xe Graphics GL version 4.6.0 - Build 31.0.101.5186, Intel
[14:22:17] [modloading-worker-0/INFO]: Constructing module Stonelings...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Stools...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Sturdy Stone...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Thatch...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Tiny Potato...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Torch Arrow...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Toretoise...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Totem Of Holding...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Trowel...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Usage Ticker...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Uses For Curses...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Utility Recipes...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Variant Animal Textures...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Variant Bookshelves...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Variant Chests...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Variant Furnaces...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Variant Ladders...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Variant Selector...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Vertical Planks...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Vertical Slabs...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Vexes Die With Their Masters...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Villager Rerolling Rework...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Villagers Follow Emeralds...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Wooden Posts...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Wool Shuts Up Minecarts...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Wraith...
[14:22:17] [modloading-worker-0/INFO]: Constructing module Zombie Villagers On Normal...
[14:22:17] [modloading-worker-0/INFO]: Constructing module More Stone Variants...
[14:22:17] [modloading-worker-0/INFO]: Constructed 164 modules.
[14:22:17] [modloading-worker-0/INFO]: Registered bogey styles from railways
[14:22:17] [modloading-worker-0/WARN]: Configuration file C:\Users\melod\curseforge\minecraft\Instances\FancyCraft\config\quark-common.toml is not correct. Correcting
[14:22:17] [modloading-worker-0/INFO]: Registering data fixers
[14:22:17] [Railways Datafixer Bootstrap/INFO]: 2 Datafixer optimizations took 5 milliseconds
[14:22:17] [modloading-worker-0/INFO]: Registering tracks for Hex Casting
[14:22:17] [modloading-worker-0/INFO]: Registering tracks for Oh The Biomes You'll Go
[14:22:17] [modloading-worker-0/INFO]: Registering tracks for Blue Skies
[14:22:17] [modloading-worker-0/INFO]: Registering tracks for Twilight Forest
[14:22:17] [modloading-worker-0/INFO]: Registering tracks for Biomes O' Plenty
[14:22:18] [modloading-worker-0/INFO]: Registering tracks for Nature's Spirit
[14:22:18] [modloading-worker-0/INFO]: Registering tracks for Dreams and Desires
[14:22:18] [modloading-worker-0/INFO]: Registering tracks for Quark
[14:22:18] [modloading-worker-0/INFO]: Registering tracks for TerraFirmaCraft
